tweet_text,cyberbullying_type
you never know irl i could be like kat from mkr lol,not_cyberbullying
so my old middle school bully just sent me an unsolicited nude and asked for one back i told him hed have to pay me and he sent to my paypal i was bluffing but guess im an amateur pornstar now,age
i was pretty proud of that,other_cyberbullying
or maybe it is because joe biden has made it painfully clear that he does not care for black america biden like trump has a racist past and has not done anything to make amends other than being the vp under the first black president,ethnicity
one of the popular girls from high school who bullied me is now my coworker meeting her again years on i realised i didnt hate her during high school because she was beautiful and horrible to me i hated her because she was beautiful and horrible and that made me horny,age
you fucking douche magnet cum dumpster stupid failure ass wipe scum bag dick cunt fag bitch retard nigger shit hole dumb fuck,ethnicity
isis boko haram and other islamic terrorist groups in the world are killing people because they believe in quran and the psycho prophet called muhammad and you too believe in the same quran and psycho prophet now tell me who is mentally ill,religion
going black its fucking disgusting have babies and ignore em all nigger,ethnicity
also buckley who founded your proudly backed white supremacy saying more advanced race must stop blacks from voting to preserve civilization what he called “negro backwardness” youre going to be famous for lying mr radosh unless correction comes soon tik tok,ethnicity
so there,other_cyberbullying
kiddies have written christmas cards each only another each to go and thats only the ones for school,not_cyberbullying
rt na 😭😭😭 mkr,not_cyberbullying
hey give me your fucking money,other_cyberbullying
this was exactly my point it had been a different time where gay and black jokes were considered fine hell even rape jokes so i dont get why the sudden reach into their past for tea most youtubers grew out of that phase apologized and matured,gender
oh its sas that keeps them in the competition i thought it was cooking silly me mkr,not_cyberbullying
she is clueless about bullying,other_cyberbullying
hell yes he thinks all of us are stupid if he felt bad about the kids in syria he should be letâ¦,ethnicity
ryo tsukomo is the girl that bullied you in high school and he messages momo like omg hey you look great how have you been now listen i wanna expose the chiba salon and i want you to help me out since we were such good friends in high school,age
dear luca dont be disheartened that bullying has happened again to you none of this is your fault bullies are pathetic creatures who need to be stopped now schools need to be forced to take responsibility let dad take care of that hope amp love to you,age
gamestop bully,not_cyberbullying
nikki you shouldve changed the ballet flats for a pair of stilettos catwalk mkr,not_cyberbullying
yo the amount of times im seeing people tweet dumb nigger because obama won are you fucked bro racism is old af grow the fuck up,ethnicity
